region,year,month,latitude,longitude,temperature,precipitation,radiation,soil_moisture,u_wind,v_wind,evaporation,wind_speed,month_sin,month_cos,dryness_proxy,saturation_vapor_pressure,temperature_climatology,temperature_anomaly,precipitation_climatology,precipitation_anomaly,radiation_climatology,radiation_anomaly,soil_moisture_climatology,soil_moisture_anomaly,evaporation_climatology,evaporation_anomaly
Sahara,2010,1,27.2875,18.5143,20.701,5.409,224.2,0.0399,3.695,1.086,8.66,3.851288226035543,0.4999999999999999,0.8660254037844387,41.44942846192855,2.4416941949952204,22.036112121212124,-1.3351121212121235,2.7670666666666666,2.6419333333333332,241.33867575757577,-17.138675757575783,0.0370833333333333,0.0028166666666666,8.168227272727272,0.4917727272727283
Sahara,2010,2,27.2875,18.5143,24.262,0.0,252.876,0.038,3.27,-0.776,7.167,3.3608147821622065,0.8660254037844386,0.5000000000000001,252876000.00000003,3.0311651012354677,23.04431818181818,1.21768181818182,2.086672727272727,-2.086672727272727,257.26787272727273,-4.391872727272727,0.0319433333333333,0.0060566666666666,8.45847878787879,-1.2914787878787894
Sahara,2010,3,27.2875,18.5143,24.621,3.525,281.424,0.0359,2.987,0.659,9.699,3.058831476234021,1.0,6.123233995736766e-17,79.83657309600763,3.096964329175521,26.02251212121212,-1.4015121212121215,2.7304333333333335,0.7945666666666664,279.2511909090909,2.172809090909084,0.0305215151515151,0.0053784848484848,9.146321212121212,0.5526787878787882
Sahara,2010,4,27.2875,18.5143,29.536,4.827,295.881,0.0244,3.042,-0.696,10.114,3.1206057104350746,0.8660254037844387,-0.4999999999999998,61.29706623222162,4.131438375049871,29.9354,-0.3994,3.709684848484848,1.1173151515151516,302.50481818181817,-6.623818181818194,0.0280024242424242,-0.0036024242424242,10.014351515151514,0.0996484848484868
Sahara,2010,5,27.2875,18.5143,33.296,5.05,323.779,0.0273,4.298,0.402,10.28,4.316758969412121,0.4999999999999999,-0.8660254037844387,64.11464076937807,5.1142682227988,33.894881818181815,-0.5988818181818161,5.279354545454545,-0.2293545454545453,318.86365757575754,4.9153424242424535,0.0267845454545454,0.0005154545454545,10.576378787878788,-0.2963787878787887
Sahara,2010,6,27.2875,18.5143,36.809,0.251,310.529,0.02,2.303,0.9,9.195,2.472611777048714,1.2246467991473532e-16,-1.0,1237.1624017434194,6.209829503375671,37.00472424242424,-0.1957242424242409,7.269512121212121,-7.018512121212121,325.04783333333336,-14.518833333333362,0.028610909090909,-0.008610909090909,11.116530303030302,-1.921530303030302
Sahara,2010,7,27.2875,18.5143,37.433,13.661,315.409,0.0448,2.38,0.295,9.628,2.398212876289342,-0.4999999999999998,-0.8660254037844388,23.088278816464477,6.424323402527034,37.99142121212121,-0.5584212121212104,8.762227272727273,4.898772727272727,318.93314848484846,-3.524148484848467,0.0305445454545454,0.0142554545454545,11.060578787878788,-1.4325787878787877
Sahara,2010,8,27.2875,18.5143,36.42,12.361,285.227,0.0458,3.785,-0.094,8.797,3.786167059177395,-0.8660254037844384,-0.5000000000000004,23.074749366980875,6.079277410325022,36.77276060606061,-0.3527606060606061,9.14620909090909,3.21479090909091,302.90773030303035,-17.680730303030373,0.0342775757575757,0.0115224242424242,10.74948787878788,-1.9524878787878792
Sahara,2010,9,27.2875,18.5143,34.108,6.346,282.327,0.0333,5.422,0.261,9.298,5.428278272159599,-1.0,-1.8369701987210294e-16,44.488962419010015,5.3513301787370535,33.96899696969697,0.13900303030303,8.351918181818181,-2.0059181818181813,279.8800212121212,2.446978787878777,0.0375187878787878,-0.0042187878787878,10.14149393939394,-0.8434939393939391
Sahara,2010,10,27.2875,18.5143,30.269,7.88,271.092,0.046,3.928,1.963,8.421,4.391190385305561,-0.8660254037844386,0.5000000000000001,34.402533705262215,4.3089731355975855,30.021606060606057,0.247393939393941,7.280542424242425,0.5994575757575751,257.6076121212121,13.484387878787857,0.0387439393939393,0.0072560606060606,9.25229696969697,-0.8312969696969699
Sahara,2010,11,27.2875,18.5143,25.04,1.294,237.131,0.0207,4.262,0.278,6.531,4.271057012028755,-0.5000000000000004,0.8660254037844384,183.2541087680767,3.1753331505911535,25.96797575757576,-0.927975757575762,4.993939393939394,-3.699939393939394,241.6501878787879,-4.519187878787903,0.0390978787878787,-0.0183978787878787,8.423033333333334,-1.8920333333333348
Sahara,2010,12,27.2875,18.5143,21.548,4.254,243.381,0.0577,6.997,0.914,8.234,7.05644421787631,-2.4492935982947064e-16,1.0,57.21225735489954,2.57196107127544,23.063457575757575,-1.5154575757575763,3.790845454545454,0.4631545454545449,235.7545424242424,7.626457575757598,0.0385048484848484,0.0191951515151515,8.359787878787879,-0.1257878787878787
Sahara,2011,1,27.2875,18.5143,18.802,2.607,232.899,0.0332,2.765,0.359,8.655,2.788208385325602,0.4999999999999999,0.8660254037844387,89.33598414423315,2.170396053811272,22.036112121212124,-3.2341121212121244,2.7670666666666666,-0.1600666666666663,241.33867575757577,-8.43967575757577,0.0370833333333333,-0.0038833333333333,8.168227272727272,0.4867727272727276
Sahara,2011,2,27.2875,18.5143,23.307,0.365,247.143,0.02,2.916,0.446,10.046,2.9499105071171225,0.8660254037844386,0.5000000000000001,677.1022545143712,2.862029806134947,23.04431818181818,0.262681818181818,2.086672727272727,-1.721672727272727,257.26787272727273,-10.12487272727273,0.0319433333333333,-0.0119433333333333,8.45847878787879,1.58752121212121
Sahara,2011,3,27.2875,18.5143,26.195,5.467,275.007,0.0213,2.342,-0.225,11.108,2.352783245435074,1.0,6.123233995736766e-17,50.30308207370001,3.4003829209268415,26.02251212121212,0.17248787878788,2.7304333333333335,2.736566666666666,279.2511909090909,-4.244190909090889,0.0305215151515151,-0.0092215151515151,9.146321212121212,1.961678787878789
Sahara,2011,4,27.2875,18.5143,28.768,6.354,293.471,0.0402,3.962,0.343,9.847,3.97681945780796,0.8660254037844387,-0.4999999999999998,46.18680418841608,3.952285175838645,29.9354,-1.1674000000000009,3.709684848484848,2.6443151515151517,302.50481818181817,-9.033818181818162,0.0280024242424242,0.0121975757575757,10.014351515151514,-0.1673515151515143
Sahara,2011,5,27.2875,18.5143,33.018,6.784,314.421,0.02,1.966,0.673,11.738,2.078000240615963,0.4999999999999999,-0.8660254037844387,46.34742830963616,5.035228706302974,33.894881818181815,-0.8768818181818148,5.279354545454545,1.5046454545454546,318.86365757575754,-4.442657575757551,0.0267845454545454,-0.0067845454545454,10.576378787878788,1.1616212121212115
Sahara,2011,6,27.2875,18.5143,37.168,6.525,327.858,0.0373,3.763,0.089,12.577,3.764052337574492,1.2246467991473532e-16,-1.0,50.24642908100704,6.332461143430036,37.00472424242424,0.1632757575757608,7.269512121212121,-0.7445121212121206,325.04783333333336,2.810166666666646,0.028610909090909,0.0086890909090909,11.116530303030302,1.4604696969696978
Sahara,2011,7,27.2875,18.5143,38.643,14.607,320.803,0.0255,1.858,2.151,12.867,2.8423520190152383,-0.4999999999999998,-0.8660254037844388,21.962276856145905,6.858587261232518,37.99142121212121,0.6515787878787904,8.762227272727273,5.844772727272726,318.93314848484846,1.869851515151538,0.0305445454545454,-0.0050445454545454,11.060578787878788,1.806421212121213
Sahara,2011,8,27.2875,18.5143,36.659,7.467,317.114,0.02,2.426,1.143,9.949,2.6817764634659618,-0.8660254037844384,-0.5000000000000004,42.46872338707333,6.159203250276341,36.77276060606061,-0.1137606060606089,9.14620909090909,-1.679209090909091,302.90773030303035,14.206269696969628,0.0342775757575757,-0.0142775757575757,10.74948787878788,-0.8004878787878802
Sahara,2011,9,27.2875,18.5143,33.992,7.81,283.376,0.0491,3.609,1.144,7.862,3.785976360200893,-1.0,-1.8369701987210294e-16,36.28373415061022,5.316891304043692,33.96899696969697,0.0230030303030304,8.351918181818181,-0.5419181818181817,279.8800212121212,3.495978787878755,0.0375187878787878,0.0115812121212121,10.14149393939394,-2.279493939393939
Sahara,2011,10,27.2875,18.5143,29.927,3.627,245.312,0.0276,3.099,1.416,7.201,3.4071772774541684,-0.8660254037844386,0.5000000000000001,67.63494137443028,4.225331161822545,30.021606060606057,-0.0946060606060577,7.280542424242425,-3.653542424242425,257.6076121212121,-12.295612121212116,0.0387439393939393,-0.0111439393939393,9.25229696969697,-2.0512969696969696
Sahara,2011,11,27.2875,18.5143,26.046,3.063,237.752,0.0471,4.146,1.837,8.712,4.534741999276254,-0.5000000000000004,0.8660254037844384,77.62060802461376,3.370591199725422,25.96797575757576,0.0780242424242381,4.993939393939394,-1.930939393939394,241.6501878787879,-3.898187878787894,0.0390978787878787,0.0080021212121212,8.423033333333334,0.2889666666666652
Sahara,2011,12,27.2875,18.5143,22.028,2.105,237.425,0.0374,2.199,0.59,7.98,2.2767742531924413,-2.4492935982947064e-16,1.0,112.79092028934905,2.648446807491705,23.063457575757575,-1.035457575757576,3.790845454545454,-1.6858454545454546,235.7545424242424,1.6704575757576094,0.0385048484848484,-0.0011048484848484,8.359787878787879,-0.3797878787878783
Sahara,2012,1,27.2875,18.5143,25.776,9.043,232.496,0.0442,1.744,-0.091,8.31,1.7463725261237937,0.4999999999999999,0.8660254037844387,25.710049130813992,3.3171854011056383,22.036112121212124,3.739887878787876,2.7670666666666666,6.275933333333333,241.33867575757577,-8.842675757575762,0.0370833333333333,0.0071166666666666,8.168227272727272,0.1417727272727287
Sahara,2012,2,27.2875,18.5143,24.881,0.0,250.959,0.02,3.305,-0.562,7.629,3.352442244096086,0.8660254037844386,0.5000000000000001,250959000.0,3.145392916243104,23.04431818181818,1.8366818181818196,2.086672727272727,-2.086672727272727,257.26787272727273,-6.308872727272728,0.0319433333333333,-0.0119433333333333,8.45847878787879,-0.8294787878787897
Sahara,2012,3,27.2875,18.5143,24.685,1.159,262.423,0.02,6.055,-0.787,7.902,6.105931051035542,1.0,6.123233995736766e-17,226.4217200847972,3.1088244679258836,26.02251212121212,-1.3375121212121217,2.7304333333333335,-1.5714333333333337,279.2511909090909,-16.828190909090893,0.0305215151515151,-0.0105215151515151,9.146321212121212,-1.2443212121212115
Sahara,2012,4,27.2875,18.5143,32.755,14.62,290.784,0.0401,3.91,2.229,9.183,4.500726719097706,0.8660254037844387,-0.4999999999999998,19.889465123839596,4.9614322151393475,29.9354,2.819600000000001,3.709684848484848,10.910315151515151,302.50481818181817,-11.720818181818174,0.0280024242424242,0.0120975757575757,10.014351515151514,-0.8313515151515141
Sahara,2012,5,27.2875,18.5143,33.632,8.109,323.319,0.0237,3.339,-0.875,10.219,3.4517453556135917,0.4999999999999999,-0.8660254037844387,39.87161920438782,5.211233462859245,33.894881818181815,-0.2628818181818175,5.279354545454545,2.829645454545455,318.86365757575754,4.455342424242474,0.0267845454545454,-0.0030845454545454,10.576378787878788,-0.3573787878787886
Sahara,2012,6,27.2875,18.5143,36.529,7.929,319.447,0.0327,4.715,0.655,11.658,4.760278353205829,1.2246467991473532e-16,-1.0,40.28842977822805,6.115616777260694,37.00472424242424,-0.4757242424242349,7.269512121212121,0.6594878787878793,325.04783333333336,-5.600833333333355,0.028610909090909,0.0040890909090909,11.116530303030302,0.5414696969696973
Sahara,2012,7,27.2875,18.5143,38.08,8.464,311.756,0.0335,3.383,2.593,13.012,4.262433342587307,-0.4999999999999998,-0.8660254037844388,36.833171451657435,6.653468789385718,37.99142121212121,0.088578787878788,8.762227272727273,-0.2982272727272725,318.93314848484846,-7.177148484848487,0.0305445454545454,0.0029554545454545,11.060578787878788,1.951421212121213
Sahara,2012,8,27.2875,18.5143,37.507,5.948,291.376,0.0426,3.815,0.98,8.668,3.9388608759386257,-0.8660254037844384,-0.5000000000000004,48.98721435991688,6.450180698479813,36.77276060606061,0.7342393939393901,9.14620909090909,-3.1982090909090903,302.90773030303035,-11.531730303030372,0.0342775757575757,0.0083224242424242,10.74948787878788,-2.0814878787878808
Sahara,2012,9,27.2875,18.5143,35.391,10.282,268.896,0.0369,3.816,0.552,9.668,3.8557178319996392,-1.0,-1.8369701987210294e-16,26.15210794085704,5.745336527995199,33.96899696969697,1.422003030303031,8.351918181818181,1.930081818181819,279.8800212121212,-10.984021212121206,0.0375187878787878,-0.0006187878787878,10.14149393939394,-0.4734939393939399
Sahara,2012,10,27.2875,18.5143,29.845,5.992,259.026,0.0519,0.42,0.263,8.81,0.4955491902929516,-0.8660254037844386,0.5000000000000001,43.22863096985464,4.205487788306321,30.021606060606057,-0.1766060606060584,7.280542424242425,-1.2885424242424248,257.6076121212121,1.4183878787878823,0.0387439393939393,0.0131560606060606,9.25229696969697,-0.4422969696969687
Sahara,2012,11,27.2875,18.5143,26.444,3.512,223.462,0.0439,5.573,-1.034,9.981,5.668111237440565,-0.5000000000000004,0.8660254037844384,63.62811400110649,3.450681382368341,25.96797575757576,0.4760242424242378,4.993939393939394,-1.481939393939394,241.6501878787879,-18.188187878787915,0.0390978787878787,0.0048021212121212,8.423033333333334,1.5579666666666654
Sahara,2012,12,27.2875,18.5143,22.579,2.755,224.471,0.0359,5.06,1.083,10.392,5.174600371043159,-2.4492935982947064e-16,1.0,81.47764737653453,2.7386887337064914,23.063457575757575,-0.484457575757574,3.790845454545454,-1.0358454545454547,235.7545424242424,-11.283542424242398,0.0385048484848484,-0.0026048484848484,8.359787878787879,2.0322121212121207
Sahara,2013,1,27.2875,18.5143,23.766,3.292,258.468,0.0376,4.494,0.203,8.961,4.498582554538707,0.4999999999999999,0.8660254037844387,78.51394941860589,2.9422637384696655,22.036112121212124,1.7298878787878742,2.7670666666666666,0.5249333333333333,241.33867575757577,17.129324242424246,0.0370833333333333,0.0005166666666666,8.168227272727272,0.7927727272727285
Sahara,2013,2,27.2875,18.5143,22.026,4.958,245.717,0.0461,3.271,1.671,9.278,3.6731025033342046,0.8660254037844386,0.5000000000000001,49.55969149663342,2.648124040295869,23.04431818181818,-1.0183181818181808,2.086672727272727,2.871327272727273,257.26787272727273,-11.55087272727272,0.0319433333333333,0.0141566666666666,8.45847878787879,0.8195212121212112
Sahara,2013,3,27.2875,18.5143,28.731,4.459,264.28,0.0332,2.094,-0.018,10.547,2.094077362467776,1.0,6.123233995736766e-17,59.268881078968136,3.9438275185328098,26.02251212121212,2.7084878787878814,2.7304333333333335,1.728566666666666,279.2511909090909,-14.971190909090922,0.0305215151515151,0.0026784848484848,9.146321212121212,1.400678787878789
Sahara,2013,4,27.2875,18.5143,30.956,0.204,292.363,0.0222,2.04,-0.171,9.66,2.0471543664316085,0.8660254037844387,-0.4999999999999998,1433.1449355640414,4.481350713522573,29.9354,1.0205999999999982,3.709684848484848,-3.505684848484848,302.50481818181817,-10.141818181818168,0.0280024242424242,-0.0058024242424242,10.014351515151514,-0.3543515151515137
Sahara,2013,5,27.2875,18.5143,35.733,7.435,296.058,0.035,3.586,0.914,12.416,3.700647510909408,0.4999999999999999,-0.8660254037844387,39.81949699805017,5.85451571930292,33.894881818181815,1.8381181818181815,5.279354545454545,2.1556454545454544,318.86365757575754,-22.80565757575755,0.0267845454545454,0.0082154545454545,10.576378787878788,1.8396212121212123
Sahara,2013,6,27.2875,18.5143,33.833,4.636,330.909,0.02,5.271,0.868,12.158,5.341990733799526,1.2246467991473532e-16,-1.0,71.3781122998032,5.269998802356921,37.00472424242424,-3.17172424242424,7.269512121212121,-2.633512121212121,325.04783333333336,5.861166666666634,0.028610909090909,-0.008610909090909,11.116530303030302,1.0414696969696973
Sahara,2013,7,27.2875,18.5143,37.144,11.719,329.656,0.034,3.781,0.77,10.201,3.8586086870788026,-0.4999999999999998,-0.8660254037844388,28.130042825322743,6.324198007701284,37.99142121212121,-0.8474212121212119,8.762227272727273,2.9567727272727264,318.93314848484846,10.722851515151548,0.0305445454545454,0.0034554545454545,11.060578787878788,-0.859578787878787
Sahara,2013,8,27.2875,18.5143,36.707,8.39,306.334,0.0413,2.23,0.375,12.231,2.261310460772691,-0.8660254037844384,-0.5000000000000004,36.51179540979793,6.1753646055483715,36.77276060606061,-0.065760606060607,9.14620909090909,-0.7562090909090902,302.90773030303035,3.426269696969655,0.0342775757575757,0.0070224242424242,10.74948787878788,1.4815121212121198
Sahara,2013,9,27.2875,18.5143,32.885,5.175,282.023,0.0398,3.514,1.829,11.123,3.9614942887753855,-1.0,-1.8369701987210294e-16,54.49718753677536,4.997791348873009,33.96899696969697,-1.083996969696969,8.351918181818181,-3.1769181818181815,279.8800212121212,2.1429787878788034,0.0375187878787878,0.0022812121212121,10.14149393939394,0.9815060606060602
Sahara,2013,10,27.2875,18.5143,31.263,9.216,280.777,0.0356,1.096,2.104,8.838,2.3723473607378835,-0.8660254037844386,0.5000000000000001,30.466251034477978,4.560298406519577,30.021606060606057,1.2413939393939444,7.280542424242425,1.9354575757575745,257.6076121212121,23.16938787878786,0.0387439393939393,-0.0031439393939393,9.25229696969697,-0.41429696969697
